idpedido,quantidade,nome_produto,preco_pedido,preco_tabela,diferenca,discount
10290,10,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10366,5,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10367,7,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10399,14,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10417,35,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10421,10,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10451,55,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10483,30,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10491,7,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10495,5,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10497,25,Original Frankfurter grne Soe,10.4,13,2.6000004,0
10403,70,Chocolade,10.2,12.75,2.5500002,0
10453,15,Chocolade,10.2,12.75,2.5500002,0
10253,20,Gorgonzola Telino,10,12.5,2.5,0
10272,40,Gorgonzola Telino,10,12.5,2.5,0
10273,15,Gorgonzola Telino,10,12.5,2.5,0
10288,3,Scottish Longbreads,10,12.5,2.5,0
10300,20,Scottish Longbreads,10,12.5,2.5,0
10303,15,Scottish Longbreads,10,12.5,2.5,0
10307,3,Scottish Longbreads,10,12.5,2.5,0
10325,4,Gorgonzola Telino,10,12.5,2.5,0
10328,10,Scottish Longbreads,10,12.5,2.5,0
10334,10,Scottish Longbreads,10,12.5,2.5,0
10335,25,Gorgonzola Telino,10,12.5,2.5,0
10342,56,Gorgonzola Telino,10,12.5,2.5,0
10343,4,Scottish Longbreads,10,12.5,2.5,0
10356,30,Gorgonzola Telino,10,12.5,2.5,0
10359,70,Gorgonzola Telino,10,12.5,2.5,0
10363,20,Gorgonzola Telino,10,12.5,2.5,0
10374,30,Gorgonzola Telino,10,12.5,2.5,0
10376,42,Gorgonzola Telino,10,12.5,2.5,0
10385,8,Scottish Longbreads,10,12.5,2.5,0
10390,60,Gorgonzola Telino,10,12.5,2.5,0
10393,32,Gorgonzola Telino,10,12.5,2.5,0
10399,60,Scottish Longbreads,10,12.5,2.5,0
10417,36,Scottish Longbreads,10,12.5,2.5,0
10423,14,Gorgonzola Telino,10,12.5,2.5,0
10424,30,Scottish Longbreads,10,12.5,2.5,0
10446,3,Gorgonzola Telino,10,12.5,2.5,0
10460,21,Scottish Longbreads,10,12.5,2.5,0
10475,35,Gorgonzola Telino,10,12.5,2.5,0
10490,30,Scottish Longbreads,10,12.5,2.5,0
10496,20,Gorgonzola Telino,10,12.5,2.5,0
10287,15,Spegesild,9.6,12,2.3999996,0
10324,30,Spegesild,9.6,12,2.3999996,0
10390,45,Spegesild,9.6,12,2.3999996,0
10395,28,Spegesild,9.6,12,2.3999996,0
10417,2,Spegesild,9.6,12,2.3999996,0
10428,20,Spegesild,9.6,12,2.3999996,0
10436,5,Spegesild,9.6,12,2.3999996,0
10454,10,Spegesild,9.6,12,2.3999996,0
10459,20,Spegesild,9.6,12,2.3999996,0
10466,5,Spegesild,9.6,12,2.3999996,0
10254,21,Longlife Tofu,8,10,2,0
10259,10,Sir Rodney's Scones,8,10,2,0
10261,20,Sir Rodney's Scones,8,10,2,0
10263,36,Longlife Tofu,8,10,2,0
10289,30,Aniseed Syrup,8,10,2,0
10333,10,Sir Rodney's Scones,8,10,2,0
10368,5,Sir Rodney's Scones,8,10,2,0
10370,20,Longlife Tofu,8,10,2,0
10381,14,Longlife Tofu,8,10,2,0
10382,50,Longlife Tofu,8,10,2,0
10397,10,Sir Rodney's Scones,8,10,2,0
10405,50,Aniseed Syrup,8,10,2,0
10406,30,Sir Rodney's Scones,8,10,2,0
10409,12,Sir Rodney's Scones,8,10,2,0
10418,15,Longlife Tofu,8,10,2,0
10430,50,Sir Rodney's Scones,8,10,2,0
10439,30,Longlife Tofu,8,10,2,0
10456,40,Sir Rodney's Scones,8,10,2,0
10461,40,Sir Rodney's Scones,8,10,2,0
10477,21,Sir Rodney's Scones,8,10,2,0
10484,14,Sir Rodney's Scones,8,10,2,0
10485,20,Aniseed Syrup,8,10,2,0
10486,16,Longlife Tofu,8,10,2,0
10250,10,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10260,16,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10264,25,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10316,10,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10318,20,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10340,12,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10351,13,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10379,8,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10411,25,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10444,30,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10495,20,Jack's New England Clam Chowder,7.7,9.65,1.9499998,0
10332,16,Zaanse koeken,7.6,9.5,1.9000001,0
10388,15,Rogede sild,7.6,9.5,1.9000001,0
10418,55,Zaanse koeken,7.6,9.5,1.9000001,0
10431,30,Zaanse koeken,7.6,9.5,1.9000001,0
10465,30,Rogede sild,7.6,9.5,1.9000001,0
10480,30,Zaanse koeken,7.6,9.5,1.9000001,0
10281,1,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10283,18,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10299,15,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10329,10,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10345,80,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10414,18,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10416,20,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10421,4,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10438,15,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10446,12,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10447,40,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10463,21,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10487,5,Teatime Chocolate Biscuits,7.3,9.2,1.8999996,0
10337,40,Tunnbrd,7.2,9,1.8000002,0
10348,25,Tunnbrd,7.2,9,1.8000002,0
10396,40,Tunnbrd,7.2,9,1.8000002,0
10402,60,Tunnbrd,7.2,9,1.8000002,0
10462,21,Tunnbrd,7.2,9,1.8000002,0
10470,15,Tunnbrd,7.2,9,1.8000002,0
10495,10,Tunnbrd,7.2,9,1.8000002,0
10280,30,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10293,6,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10294,6,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10312,10,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10326,50,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10347,6,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10363,12,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10436,24,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10460,4,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10474,10,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10490,36,Rhnbru Klosterbier,6.2,7.75,1.5500002,0
10288,10,Tourtire,5.9,7.45,1.5499997,0
10306,5,Tourtire,5.9,7.45,1.5499997,0
10331,15,Tourtire,5.9,7.45,1.5499997,0
10349,24,Tourtire,5.9,7.45,1.5499997,0
10352,20,Tourtire,5.9,7.45,1.5499997,0
10360,28,Tourtire,5.9,7.45,1.5499997,0
10362,24,Tourtire,5.9,7.45,1.5499997,0
10367,18,Tourtire,5.9,7.45,1.5499997,0
10375,10,Tourtire,5.9,7.45,1.5499997,0
10408,6,Tourtire,5.9,7.45,1.5499997,0
10432,40,Tourtire,5.9,7.45,1.5499997,0
10442,80,Tourtire,5.9,7.45,1.5499997,0
10445,15,Tourtire,5.9,7.45,1.5499997,0
10450,6,Tourtire,5.9,7.45,1.5499997,0
10487,24,Tourtire,5.9,7.45,1.5499997,0
10322,20,Filo Mix,5.6,7,1.4000001,0
10334,8,Filo Mix,5.6,7,1.4000001,0
10388,20,Filo Mix,5.6,7,1.4000001,0
10446,15,Filo Mix,5.6,7,1.4000001,0
10449,20,Filo Mix,5.6,7,1.4000001,0
10276,10,Konbu,4.8,6,1.1999998,0
10291,20,Konbu,4.8,6,1.1999998,0
10325,12,Konbu,4.8,6,1.1999998,0
10383,20,Konbu,4.8,6,1.1999998,0
10391,18,Konbu,4.8,6,1.1999998,0
10394,10,Konbu,4.8,6,1.1999998,0
10420,2,Konbu,4.8,6,1.1999998,0
10462,1,Konbu,4.8,6,1.1999998,0
10254,15,Guaran Fantstica,3.6,4.5,0.9000001,0
10263,28,Guaran Fantstica,3.6,4.5,0.9000001,0
10275,12,Guaran Fantstica,3.6,4.5,0.9000001,0
10280,12,Guaran Fantstica,3.6,4.5,0.9000001,0
10281,6,Guaran Fantstica,3.6,4.5,0.9000001,0
10293,10,Guaran Fantstica,3.6,4.5,0.9000001,0
10352,10,Guaran Fantstica,3.6,4.5,0.9000001,0
10355,25,Guaran Fantstica,3.6,4.5,0.9000001,0
10358,10,Guaran Fantstica,3.6,4.5,0.9000001,0
10386,15,Guaran Fantstica,3.6,4.5,0.9000001,0
10387,15,Guaran Fantstica,3.6,4.5,0.9000001,0
10446,20,Guaran Fantstica,3.6,4.5,0.9000001,0
10465,25,Guaran Fantstica,3.6,4.5,0.9000001,0
10467,28,Guaran Fantstica,3.6,4.5,0.9000001,0
10472,80,Guaran Fantstica,3.6,4.5,0.9000001,0
10252,25,Geitost,2,2.5,0.5,0
10269,60,Geitost,2,2.5,0.5,0
10271,24,Geitost,2,2.5,0.5,0
10273,20,Geitost,2,2.5,0.5,0
10341,8,Geitost,2,2.5,0.5,0
10382,60,Geitost,2,2.5,0.5,0
10410,49,Geitost,2,2.5,0.5,0
10414,50,Geitost,2,2.5,0.5,0
10415,20,Geitost,2,2.5,0.5,0
10454,20,Geitost,2,2.5,0.5,0
10473,12,Geitost,2,2.5,0.5,0
